year,month,state,fatalities,fatalitiesNonCovid,covidFatalities
2020,Sep.20,ID,1,1,
2020,Sep.20,MD,1,1,
2020,Sep.20,UT,1,1,
2020,Sep.20,KS,1,1,
2020,Sep.20,OK,2,2,
2020,Sep.20,MA,1,1,
2020,Aug.20,RI,1,1,
2020,Aug.20,CO,1,1,
2020,Aug.20,ME,1,1,
2020,Aug.20,WV,1,1,
2020,Aug.20,MD,1,1,
2020,Aug.20,SC,2,2,
2020,Aug.20,WY,2,2,
2020,Aug.20,MI,3,3,
2020,Aug.20,OK,3,3,
2020,Aug.20,IA,7,7,
2020,Aug.20,UT,3,3,
2020,Aug.20,MA,1,1,
2020,Aug.20,DE,1,1,
2020,Jul.20,NV,1,1,
2020,Jul.20,MS,1,1,
2020,Jul.20,IN,3,3,
2020,Jul.20,ND,1,1,
2020,Jul.20,VT,1,1,
2020,Jul.20,PA,6,6,
2020,Jul.20,IA,2,2,
2020,Jul.20,UT,1,1,
2020,Jun.20,LA,1,1,
2020,Jun.20,DE,1,1,
2020,Jun.20,NC,4,4,
2020,Jun.20,TN,1,1,
2020,Jun.20,OR,1,1,
2020,Jun.20,MT,1,1,
2020,Jun.20,WV,1,1,
2020,Jun.20,MS,1,1,
2020,Jun.20,UT,2,2,
2020,Jun.20,IN,1,1,
2020,Jun.20,ID,1,1,
2020,Jun.20,NV,1,1,
2020,May.20,WI,3,3,
2020,May.20,TN,3,3,
2020,May.20,OR,2,2,
2020,May.20,SD,1,1,
2020,May.20,IA,1,1,
2020,May.20,OK,1,1,
2020,May.20,HI,1,1,
2020,Apr.20,DC,1,1,
2020,Apr.20,OK,3,3,
2020,Apr.20,IA,1,1,
2020,Apr.20,UT,2,2,
2020,Apr.20,OR,1,1,
2020,Apr.20,NC,2,2,
2020,Apr.20,SC,1,1,
2020,Apr.20,AR,1,1,
2020,Apr.20,ID,1,1,
2020,Mar.20,AL,2,2,
2020,Mar.20,TN,5,5,
2020,Mar.20,SC,1,1,
2020,Mar.20,TX,15,15,
2020,Mar.20,LA,3,3,
2020,Mar.20,NM,2,2,
2020,Mar.20,AR,3,3,
2020,Mar.20,MN,1,1,
2020,Mar.20,NH,2,2,
2020,Mar.20,FL,5,5,
2020,Mar.20,ID,1,1,
2020,Mar.20,IN,4,4,
2020,Mar.20,KS,1,1,
2020,Mar.20,KY,3,3,
2020,Mar.20,WI,3,3,
2020,Mar.20,MD,1,1,
2020,Mar.20,GA,4,4,
2020,Mar.20,RI,1,1,
2020,Mar.20,OR,3,3,
2020,Mar.20,NC,1,1,
2020,Mar.20,OH,2,2,
2020,Mar.20,UT,1,1,
2020,Mar.20,OK,1,1,
2020,Mar.20,DE,1,1,
2020,Mar.20,MS,1,1,
2020,Feb.20,WI,2,2,
2020,Feb.20,TX,13,13,
2020,Feb.20,OR,2,2,
2020,Feb.20,PA,4,4,
2020,Feb.20,FL,4,4,
2020,Feb.20,CA,10,10,
2020,Feb.20,AL,3,3,
2020,Feb.20,NJ,4,4,
2020,Feb.20,OK,6,6,
2020,Feb.20,NC,2,2,
2020,Feb.20,CO,1,1,
2020,Feb.20,TN,2,2,
2020,Feb.20,GA,3,3,
2020,Feb.20,OH,3,3,
2020,Feb.20,NY,8,8,
2020,Feb.20,SC,2,2,
2020,Feb.20,AZ,2,2,
2020,Feb.20,MD,2,2,
2020,Feb.20,KS,1,1,
2020,Feb.20,IA,2,2,
2020,Feb.20,MI,1,1,
2020,Feb.20,VA,2,2,
2020,Feb.20,WV,1,1,
2020,Feb.20,MO,1,1,
2020,Feb.20,IL,1,1,
2020,Feb.20,UT,1,1,
2020,Feb.20,VT,1,1,
2020,Feb.20,IN,1,1,
2020,Feb.20,LA,1,1,
2020,Feb.20,KY,1,1,
2020,Jan.20,PA,3,3,
2020,Jan.20,MA,2,2,
2020,Jan.20,UT,1,1,
2020,Jan.20,ND,1,1,
2020,Jan.20,FL,12,12,
2020,Jan.20,NC,5,5,
2020,Jan.20,TX,9,9,
2020,Jan.20,NY,4,4,
2020,Jan.20,NJ,5,5,
2020,Jan.20,MO,1,1,
2020,Jan.20,MD,2,2,
2020,Jan.20,IN,3,3,
2020,Jan.20,VA,1,1,
2020,Jan.20,CA,5,5,
2020,Jan.20,OH,4,4,
2020,Jan.20,WV,1,1,
2020,Jan.20,LA,2,2,
2020,Jan.20,SD,2,2,
2020,Jan.20,MI,2,2,
2020,Jan.20,KY,1,1,
2020,Jan.20,GA,4,4,
2020,Jan.20,WI,2,2,
2020,Jan.20,AZ,3,3,
2020,Jan.20,OR,5,5,
2020,Jan.20,NV,1,1,
2020,Jan.20,OK,4,4,
2020,Jan.20,AR,1,1,
2020,Jan.20,IL,3,3,
2020,Jan.20,AL,2,2,
2020,Jan.20,SC,1,1,
2020,Jan.20,NE,1,1,
2019,Dec.19,NC,2,2,
2019,Dec.19,OK,2,2,
2019,Dec.19,TX,13,13,
2019,Dec.19,KY,5,5,
2019,Dec.19,IL,4,4,
2019,Dec.19,AR,1,1,
2019,Dec.19,VA,4,4,
2019,Dec.19,NY,4,4,
2019,Dec.19,MA,2,2,
2019,Dec.19,LA,2,2,
2019,Dec.19,ID,1,1,
2019,Dec.19,WY,1,1,
2019,Dec.19,DC,1,1,
2019,Dec.19,IN,2,2,
2019,Dec.19,MS,3,3,
2019,Dec.19,CA,7,7,
2019,Dec.19,NE,1,1,
2019,Dec.19,SD,1,1,
2019,Dec.19,SC,4,4,
2019,Dec.19,FL,3,3,
2019,Dec.19,PA,1,1,
2019,Dec.19,RI,1,1,
2019,Dec.19,MI,3,3,
2019,Dec.19,GA,3,3,
2019,Dec.19,NJ,3,3,
2019,Dec.19,CO,2,2,
2019,Dec.19,AL,3,3,
2019,Dec.19,MN,1,1,
2019,Dec.19,OH,2,2,
2019,Dec.19,UT,1,1,
2019,Dec.19,KS,1,1,
2019,Dec.19,WI,1,1,
2019,Dec.19,ND,1,1,
2019,Dec.19,OR,1,1,
2019,Dec.19,DE,1,1,
2019,Dec.19,AZ,1,1,
2019,Dec.19,IA,1,1,
2019,Nov.19,LA,3,3,
2019,Nov.19,FL,11,11,
2019,Nov.19,ND,2,2,
2019,Nov.19,NJ,3,3,
2019,Nov.19,SC,4,4,
2019,Nov.19,HI,1,1,
2019,Nov.19,IA,2,2,
2019,Nov.19,OK,2,2,
2019,Nov.19,TX,16,16,
2019,Nov.19,MA,3,3,
2019,Nov.19,MI,3,3,
2019,Nov.19,PA,3,3,
2019,Nov.19,CO,1,1,
2019,Nov.19,CA,8,8,
2019,Nov.19,OH,4,4,
2019,Nov.19,ME,2,2,
2019,Nov.19,IN,3,3,
2019,Nov.19,DE,1,1,
2019,Nov.19,IL,3,3,
2019,Nov.19,OR,5,5,
2019,Nov.19,GA,5,5,
2019,Nov.19,NY,4,4,
2019,Nov.19,KS,2,2,
2019,Nov.19,NC,2,2,
2019,Nov.19,SD,1,1,
2019,Nov.19,MN,1,1,
2019,Nov.19,AL,1,1,
2019,Nov.19,MS,1,1,
2019,Nov.19,ID,1,1,
2019,Nov.19,TN,3,3,
2019,Nov.19,NM,1,1,
2019,Nov.19,KY,1,1,
2019,Nov.19,CT,1,1,
2019,Nov.19,WV,1,1,
2019,Nov.19,WI,1,1,
2019,Nov.19,MD,1,1,
2019,Nov.19,AZ,1,1,
2019,Nov.19,AR,2,2,
2019,Nov.19,NV,1,1,
2019,Nov.19,UT,1,1,
2019,Oct.19,TX,19,19,
2019,Oct.19,CA,5,5,
2019,Oct.19,HI,1,1,
2019,Oct.19,NC,6,6,
2019,Oct.19,NY,11,11,
2019,Oct.19,PA,2,2,
2019,Oct.19,UT,1,1,
2019,Oct.19,OR,5,5,
2019,Oct.19,VA,5,5,
2019,Oct.19,NE,2,2,
2019,Oct.19,CT,1,1,
2019,Oct.19,IL,4,4,
2019,Oct.19,IN,4,4,
2019,Oct.19,RI,1,1,
2019,Oct.19,KS,1,1,
2019,Oct.19,MS,2,2,
2019,Jun.19,AK,1,1,
2019,Oct.19,AR,3,3,
2019,Oct.19,MI,3,3,
2019,Oct.19,LA,5,5,
2019,Oct.19,ME,2,2,
2019,Oct.19,MD,3,3,
2019,Oct.19,NM,2,2,
2019,Oct.19,SC,2,2,
2019,Oct.19,AZ,3,3,
2019,Oct.19,KY,1,1,
2019,Oct.19,FL,8,8,
2019,Oct.19,CO,2,2,
2019,Oct.19,GA,5,5,
2019,Oct.19,TN,3,3,
2019,Oct.19,MO,1,1,
2019,Oct.19,NJ,3,3,
2019,Oct.19,OK,1,1,
2019,Oct.19,OH,2,2,
2019,Oct.19,IA,1,1,
2019,Oct.19,MN,1,1,
2019,Oct.19,WV,1,1,
2019,Oct.19,MA,1,1,
2019,Sep.19,IA,3,3,
2019,Sep.19,TX,20,20,
2019,Sep.19,WI,5,5,
2019,Sep.19,CT,2,2,
2019,Sep.19,OK,2,2,
2019,Sep.19,CA,15,15,
2019,Sep.19,LA,3,3,
2019,Sep.19,FL,5,5,
2019,Sep.19,TN,3,3,
2019,Sep.19,VA,2,2,
2019,Sep.19,AL,4,4,
2019,Sep.19,NM,2,2,
2019,Sep.19,PA,6,6,
2019,Sep.19,MO,4,4,
2019,Sep.19,IL,5,5,
2019,Sep.19,GA,7,7,
2019,Sep.19,MN,1,1,
2019,Sep.19,AZ,1,1,
2019,Sep.19,MI,4,4,
2019,Sep.19,OH,5,5,
2019,Sep.19,HI,1,1,
2019,Sep.19,NE,3,3,
2019,Sep.19,MD,3,3,
2019,Sep.19,WY,1,1,
2019,Sep.19,NY,5,5,
2019,Sep.19,MS,1,1,
2019,Sep.19,OR,2,2,
2019,Sep.19,IN,2,2,
2019,Sep.19,KY,1,1,
2019,Sep.19,SC,1,1,
2019,Sep.19,ME,1,1,
2019,Sep.19,NC,2,2,
2019,Sep.19,MA,1,1,
2019,Sep.19,KS,2,2,
2019,Sep.19,VI,1,1,
2019,Aug.19,FL,12,12,
2019,Aug.19,MO,5,5,
2019,Aug.19,MI,3,3,
2019,Aug.19,TX,17,17,
2019,Aug.19,NM,1,1,
2019,Aug.19,SC,4,4,
2019,Aug.19,CA,11,11,
2019,Aug.19,MD,2,2,
2019,Aug.19,AR,2,2,
2019,Aug.19,CO,1,1,
2019,Aug.19,NY,10,10,
2019,Aug.19,IL,8,8,
2019,Aug.19,IA,2,2,
2019,Aug.19,VA,4,4,
2019,Aug.19,NC,3,3,
2019,Aug.19,IN,2,2,
2019,Aug.19,OH,5,5,
2019,Aug.19,KY,2,2,
2019,Aug.19,VT,2,2,
2019,Aug.19,TN,2,2,
2019,Aug.19,PA,5,5,
2019,Aug.19,GA,4,4,
2019,Aug.19,OR,8,8,
2019,Aug.19,ID,2,2,
2019,Aug.19,NJ,3,3,
2019,Aug.19,KS,2,2,
2019,Aug.19,MN,2,2,
2019,Aug.19,MT,1,1,
2019,Aug.19,AK,1,1,
2019,Aug.19,ME,1,1,
2019,Aug.19,NE,1,1,
2019,Aug.19,UT,1,1,
2019,Aug.19,LA,3,3,
2019,Aug.19,AZ,1,1,
2019,Aug.19,SD,1,1,
2019,Aug.19,MA,1,1,
2019,Aug.19,NV,1,1,
2019,Aug.19,WY,1,1,
2019,Aug.19,OK,1,1,
2019,Aug.19,AL,1,1,
2019,Jul.19,PR,1,1,
2019,Jul.19,TX,21,21,
2019,Jul.19,KS,3,3,
2019,Jul.19,CA,18,18,
2019,Jul.19,AR,3,3,
2019,Jul.19,PA,7,7,
2019,Jul.19,WI,5,5,
2019,Jul.19,GA,6,6,
2019,Jul.19,OH,7,7,
2019,Jul.19,NC,7,7,
2019,Jul.19,NY,8,8,
2019,Jul.19,MS,2,2,
2019,Jul.19,NJ,3,3,
2019,Jul.19,LA,2,2,
2019,Jul.19,IN,5,5,
2019,Jul.19,SC,5,5,
2019,Jul.19,HI,1,1,
2019,Jul.19,KY,4,4,
2019,Jul.19,AZ,6,6,
2019,Jul.19,FL,12,12,
2019,Jul.19,UT,1,1,
2019,Jul.19,CO,3,3,
2019,Jul.19,NM,2,2,
2019,Jul.19,IL,4,4,
2019,Jul.19,MO,3,3,
2019,Jul.19,AL,1,1,
2019,Jul.19,VA,4,4,
2019,Jul.19,MN,2,2,
2019,Jul.19,DE,1,1,
2019,Jul.19,MD,2,2,
2019,Jul.19,IA,3,3,
2019,Jul.19,MI,3,3,
2019,Jul.19,OK,3,3,
2019,Jul.19,ND,2,2,
2019,Jul.19,NV,1,1,
2019,Jul.19,TN,1,1,
2019,Jul.19,NE,2,2,
2019,Jul.19,MT,1,1,
2019,Jul.19,OR,1,1,
2019,Jun.19,MD,6,6,
2019,Jun.19,AZ,2,2,
2019,Jun.19,TX,11,11,
2019,Jun.19,AL,3,3,
2019,Jun.19,FL,8,8,
2019,Jun.19,IL,8,8,
2019,Jun.19,NJ,3,3,
2019,Jun.19,MI,3,3,
2019,Jun.19,UT,1,1,
2019,Jun.19,IA,3,3,
2019,Jun.19,WV,1,1,
2019,Jun.19,CA,11,11,
2019,Jun.19,NC,4,4,
2019,Jun.19,CO,3,3,
2019,Jun.19,WI,4,4,
2019,Jun.19,NY,3,3,
2019,Jun.19,PR,4,4,
2019,Jun.19,OR,6,6,
2019,Jun.19,OK,2,2,
2019,Jun.19,VA,3,3,
2019,Jun.19,LA,1,1,
2019,Jun.19,GA,6,6,
2019,Jun.19,IN,7,7,
2019,Jun.19,AR,1,1,
2019,Jun.19,TN,3,3,
2019,Jun.19,SC,2,2,
2019,Jun.19,ME,2,2,
2019,Jun.19,KS,3,3,
2019,Jun.19,NH,1,1,
2019,Jun.19,NE,2,2,
2019,Jun.19,MN,2,2,
2019,Jun.19,PA,3,3,
2019,Jun.19,MA,2,2,
2019,Oct.19,AK,1,1,
2019,Jun.19,CT,1,1,
2019,Jun.19,OH,1,1,
2019,Jun.19,KY,1,1,
2019,Jun.19,VT,1,1,
2019,May.19,MI,6,6,
2019,May.19,LA,5,5,
2019,May.19,TX,15,15,
2019,May.19,PA,3,3,
2019,May.19,AZ,1,1,
2019,May.19,CA,10,10,
2019,May.19,MT,2,2,
2019,May.19,OR,2,2,
2019,May.19,OK,1,1,
2019,May.19,KS,1,1,
2019,May.19,AR,4,4,
2019,May.19,IL,3,3,
2019,May.19,RI,1,1,
2019,May.19,FL,3,3,
2019,May.19,VA,4,4,
2019,May.19,DE,1,1,
2019,May.19,MO,2,2,
2019,May.19,KY,1,1,
2019,May.19,NC,3,3,
2019,May.19,GA,6,6,
2019,May.19,IA,1,1,
2019,May.19,OH,3,3,
2019,May.19,SC,1,1,
2019,May.19,WY,2,2,
2019,May.19,NY,5,5,
2019,May.19,ND,1,1,
2019,May.19,ID,1,1,
2019,May.19,CO,1,1,
2019,May.19,MD,3,3,
2019,May.19,MS,1,1,
2019,May.19,UT,1,1,
2019,May.19,MN,2,2,
2019,May.19,TN,1,1,
2019,May.19,MA,1,1,
2019,May.19,NM,1,1,
2019,May.19,IN,2,2,
2019,May.19,WV,1,1,
2019,Apr.19,IL,5,5,
2019,Apr.19,CA,14,14,
2019,Apr.19,AL,6,6,
2019,Apr.19,NC,6,6,
2019,Apr.19,GA,6,6,
2019,Apr.19,NY,6,6,
2019,Apr.19,TX,13,13,
2019,Apr.19,OR,7,7,
2019,Apr.19,AR,2,2,
2019,Apr.19,IN,3,3,
2019,Apr.19,CT,1,1,
2019,Apr.19,MN,3,3,
2019,Apr.19,KY,4,4,
2019,Apr.19,UT,1,1,
2019,Apr.19,FL,13,13,
2019,Apr.19,MA,1,1,
2019,Apr.19,CO,3,3,
2019,Apr.19,VA,1,1,
2019,Apr.19,IA,1,1,
2019,Apr.19,OH,6,6,
2019,Apr.19,ND,1,1,
2019,Apr.19,PA,4,4,
2019,Apr.19,KS,1,1,
2019,Apr.19,NJ,3,3,
2019,Apr.19,NE,3,3,
2019,Apr.19,LA,2,2,
2019,Apr.19,MO,2,2,
2019,Apr.19,WI,1,1,
2019,Apr.19,MD,1,1,
2019,Apr.19,ID,4,4,
2019,Apr.19,SC,3,3,
2019,Apr.19,PR,1,1,
2019,Apr.19,OK,1,1,
2019,Apr.19,WV,1,1,
2019,Apr.19,NM,1,1,
2019,Apr.19,AZ,1,1,
2019,Apr.19,NH,1,1,
2019,Mar.19,OH,3,3,
2019,Mar.19,WI,3,3,
2019,Mar.19,IL,5,5,
2019,Mar.19,SC,5,5,
2019,Mar.19,TX,13,13,
2019,Mar.19,WV,3,3,
2019,Mar.19,OR,4,4,
2019,Mar.19,NJ,3,3,
2019,Mar.19,HI,1,1,
2019,Mar.19,TN,1,1,
2019,Mar.19,CA,7,7,
2019,Mar.19,NY,4,4,
2019,Mar.19,AL,3,3,
2019,Mar.19,FL,10,10,
2019,Mar.19,IN,1,1,
2019,Mar.19,MS,2,2,
2019,Mar.19,MI,3,3,
2019,Mar.19,ND,2,2,
2019,Mar.19,GA,5,5,
2019,Mar.19,VI,1,1,
2019,Mar.19,NC,1,1,
2019,Mar.19,OK,2,2,
2019,Mar.19,UT,1,1,
2019,Mar.19,PA,2,2,
2019,Mar.19,MO,1,1,
2019,Mar.19,IA,1,1,
2019,Mar.19,KY,2,2,
2019,Mar.19,VA,2,2,
2020,Aug.20,AK,1,,1
2019,Mar.19,CO,1,1,
2019,Mar.19,PR,2,2,
2019,Mar.19,NM,1,1,
2019,Mar.19,ME,1,1,
2019,Mar.19,NV,1,1,
2019,Feb.19,FL,5,5,
2019,Feb.19,PA,4,4,
2019,Feb.19,NY,3,3,
2019,Feb.19,NC,3,3,
2019,Feb.19,CA,11,11,
2019,Feb.19,MD,2,2,
2019,Feb.19,MS,1,1,
2019,Feb.19,KY,7,7,
2019,Feb.19,NE,1,1,
2019,Feb.19,VA,2,2,
2019,Feb.19,LA,1,1,
2019,Feb.19,MI,4,4,
2019,Feb.19,TN,2,2,
2019,Feb.19,KS,1,1,
2019,Feb.19,TX,9,9,
2019,Feb.19,NJ,2,2,
2019,Feb.19,DE,1,1,
2019,Feb.19,UT,1,1,
2019,Feb.19,CO,2,2,
2019,Feb.19,OR,1,1,
2019,Feb.19,MN,1,1,
2019,Feb.19,MA,1,1,
2019,Feb.19,GA,1,1,
2019,Feb.19,CT,1,1,
2019,Feb.19,IL,1,1,
2019,Feb.19,OK,3,3,
2019,Feb.19,OH,3,3,
2019,Feb.19,AL,2,2,
2019,Feb.19,AZ,1,1,
2019,Jan.19,IL,2,2,
2019,Jan.19,FL,14,14,
2019,Jan.19,TX,7,7,
2019,Jan.19,CA,9,9,
2019,Jan.19,UT,2,2,
2019,Jan.19,KS,1,1,
2019,Jan.19,TN,3,3,
2019,Jan.19,PA,5,5,
2019,Jan.19,VA,6,6,
2019,Jan.19,PR,4,4,
2019,Jan.19,WI,3,3,
2019,Jan.19,NC,4,4,
2019,Jan.19,CO,3,3,
2019,Jan.19,SC,2,2,
2019,Jan.19,ID,2,2,
2019,Jan.19,NY,5,5,
2019,Jan.19,GA,1,1,
2019,Jan.19,MN,1,1,
2019,Jan.19,OH,4,4,
2019,Jan.19,LA,2,2,
2019,Jan.19,KY,1,1,
2019,Jan.19,NE,1,1,
2019,Jan.19,NV,2,2,
2019,Jan.19,DE,2,2,
2019,Jan.19,SD,1,1,
2019,Jan.19,NM,1,1,
2019,Jan.19,OR,2,2,
2019,Jan.19,MA,1,1,
2019,Jan.19,WA,1,1,
2019,Jan.19,IA,1,1,
2019,Jan.19,MI,1,1,
2019,Jan.19,MT,1,1,
2019,Jan.19,AZ,1,1,
2018,Dec.18,CA,7,7,
2018,Dec.18,IL,4,4,
2018,Dec.18,MN,2,2,
2018,Dec.18,GA,3,3,
2018,Dec.18,FL,7,7,
2018,Dec.18,TX,8,8,
2018,Dec.18,OH,3,3,
2018,Dec.18,MD,2,2,
2018,Dec.18,KS,2,2,
2018,Dec.18,WA,1,1,
2018,Dec.18,WY,1,1,
2018,Dec.18,AZ,1,1,
2018,Dec.18,NH,1,1,
2018,Dec.18,NY,6,6,
2018,Dec.18,PA,7,7,
2018,Dec.18,MA,4,4,
2018,Dec.18,AL,2,2,
2018,Dec.18,NE,1,1,
2018,Dec.18,MO,2,2,
2018,Dec.18,NC,3,3,
2018,Dec.18,SC,2,2,
2018,Dec.18,VA,2,2,
2018,Dec.18,ME,1,1,
2018,Dec.18,NV,2,2,
2018,Dec.18,NJ,1,1,
2018,Dec.18,PR,1,1,
2018,Dec.18,IN,1,1,
2018,Dec.18,WV,2,2,
2018,Dec.18,IA,2,2,
2018,Dec.18,KY,1,1,
2018,Dec.18,AR,1,1,
2018,Dec.18,OR,1,1,
2018,Nov.18,FL,8,8,
2018,Nov.18,OH,4,4,
2018,Nov.18,MI,1,1,
2018,Nov.18,GA,2,2,
2018,Nov.18,TX,5,5,
2018,Nov.18,KY,4,4,
2018,Nov.18,MS,1,1,
2018,Nov.18,CA,6,6,
2018,Nov.18,IL,1,1,
2018,Nov.18,MA,3,3,
2018,Nov.18,OR,2,2,
2018,Nov.18,CO,2,2,
2018,Nov.18,VI,1,1,
2018,Nov.18,GU,1,1,
2018,Nov.18,NY,3,3,
2018,Nov.18,NJ,3,3,
2018,Nov.18,MN,4,4,
2018,Nov.18,VA,2,2,
2018,Nov.18,IN,3,3,
2018,Nov.18,PR,1,1,
2018,Nov.18,AR,1,1,
2018,Nov.18,LA,4,4,
2018,Nov.18,ID,2,2,
2018,Nov.18,IA,2,2,
2018,Nov.18,MO,2,2,
2018,Nov.18,WI,1,1,
2018,Nov.18,AL,1,1,
2018,Nov.18,PA,2,2,
2018,Nov.18,NC,4,4,
2018,Nov.18,UT,1,1,
2018,Nov.18,MD,1,1,
2018,Nov.18,NE,2,2,
2018,Nov.18,KS,1,1,
2018,Nov.18,AZ,1,1,
2018,Oct.18,WY,2,2,
2018,Oct.18,AR,2,2,
2018,Oct.18,MD,3,3,
2018,Oct.18,FL,12,12,
2018,Oct.18,SC,1,1,
2018,Oct.18,UT,2,2,
2018,Oct.18,NY,5,5,
2018,Oct.18,CT,2,2,
2018,Oct.18,TX,6,6,
2018,Oct.18,LA,2,2,
2018,Oct.18,OK,1,1,
2018,Oct.18,OH,2,2,
2018,Oct.18,PA,8,8,
2018,Oct.18,IL,4,4,
2018,Oct.18,IN,3,3,
2018,Oct.18,NC,4,4,
2018,Oct.18,CA,7,7,
2018,Oct.18,KY,2,2,
2018,Oct.18,MI,5,5,
2018,Oct.18,TN,4,4,
2018,Oct.18,MA,1,1,
2018,Oct.18,GA,3,3,
2018,Oct.18,VA,2,2,
2018,Oct.18,HI,1,1,
2018,Oct.18,KS,3,3,
2018,Oct.18,ID,2,2,
2018,Oct.18,OR,2,2,
2018,Oct.18,CO,1,1,
2018,Oct.18,NJ,2,2,
2018,Oct.18,WI,1,1,
2018,Oct.18,PR,2,2,
2018,Oct.18,DC,1,1,
2018,Oct.18,DE,2,2,
2018,Oct.18,MN,2,2,
2018,Oct.18,MO,1,1,
2018,Sep.18,AL,3,3,
2018,Sep.18,NJ,2,2,
2018,Sep.18,WY,2,2,
2018,Sep.18,IA,4,4,
2018,Sep.18,WV,3,3,
2018,Sep.18,IN,4,4,
2018,Sep.18,FL,11,11,
2018,Sep.18,NC,1,1,
2018,Sep.18,CA,11,11,
2018,Sep.18,NY,7,7,
2018,Sep.18,VA,2,2,
2018,Sep.18,PA,3,3,
2018,Sep.18,TX,4,4,
2018,Sep.18,TN,3,3,
2018,Sep.18,MI,6,6,
2018,Sep.18,GA,5,5,
2018,Sep.18,MN,2,2,
2018,Sep.18,NH,2,2,
2018,Sep.18,CO,1,1,
